Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
83024,2013,4,28,10.5,5.3,0
83024,2013,4,29,5.6,2.9,0
83024,2013,4,30,8.5,1.2,0
83024,2013,5,1,2.9,1.4,0
83024,2013,5,2,7.9,-3.9,0.8
83024,2013,5,3,8.4,1.1,0
83024,2013,5,4,7.2,-1.5,9
83024,2013,5,5,8.7,-2.1,0
83024,2013,5,6,8.2,0.9,0
83024,2013,5,7,8.1,1.8,0
83024,2013,5,8,10.9,2.7,0
83024,2013,5,9,12.4,4.6,0
83024,2013,5,10,13.5,7.4,0
83024,2013,5,11,11.6,6.8,0
83024,2013,5,12,7.8,5.3,0
83024,2013,5,13,4,3.7,23.4
83024,2013,5,14,-1,-2.7,7
83024,2013,5,15,0.9,-2.5,0
83024,2013,5,16,0.2,-1.2,18
83024,2013,5,17,0.5,-0.9,5.6
83024,2013,5,18,-0.3,-1.8,9.8
83024,2013,5,19,1.6,-2.2,6
83024,2013,5,20,2.7,-0.9,14
83024,2013,5,21,4.3,-1.7,16
83024,2013,5,22,5.9,-1,0.4
83024,2013,5,23,3.8,-2.1,0
83024,2013,5,24,6,-1.1,0
83024,2013,5,25,7,-0.4,0
83024,2013,5,26,4.1,0.3,0.2
83024,2013,5,27,7.6,-0.4,0
83024,2013,5,28,5,1.5,0
83024,2013,5,29,5.9,2.2,0.2
83024,2013,5,30,6,2.7,0.2
83024,2013,5,31,6.9,3.9,18.8
83024,2013,6,1,6.4,5.5,20.2
83024,2013,6,2,6.6,-1.6,44
83024,2013,6,3,7.8,-1.8,0.4
83024,2013,6,4,10.7,1.4,0
83024,2013,6,5,6.3,2.5,0
83024,2013,6,6,4.7,0.2,0
83024,2013,6,7,2.5,1.3,22
83024,2013,6,8,6.4,-3.6,9.8
83024,2013,6,9,8.3,-0.8,0.6
83024,2013,6,10,2.7,-0.8,0
83024,2013,6,11,6,-0.6,0.2
83024,2013,6,12,4,1.3,1.4
83024,2013,6,13,2.3,1.9,19.4
83024,2013,6,14,0,-0.3,9.8
83024,2013,6,15,-0.5,-3.6,0.6
83024,2013,6,16,0,-3.3,1.8
83024,2013,6,17,1.1,-2.2,9.2
83024,2013,6,18,-0.3,-1.2,2.2
83024,2013,6,19,1.4,-4,0.4
83024,2013,6,20,2,-3.9,7.8
83024,2013,6,21,1.7,-5.1,0.4
83024,2013,6,22,3.7,-4,0.6
83024,2013,6,23,3.4,-4,0
83024,2013,6,24,1.5,-0.9,0
83024,2013,6,25,3.2,-0.6,0.2
83024,2013,6,26,7.2,-0.6,0
83024,2013,6,27,7.6,1.2,0
83024,2013,6,28,8.2,1.2,0
83024,2013,6,29,4.6,0.4,0
83024,2013,6,30,7.4,-0.7,0
83024,2013,7,1,3.5,0.7,3.8
83024,2013,7,2,2.4,1.1,7.2
83024,2013,7,3,1.7,-0.7,1.4
83024,2013,7,4,0.8,-1.8,0
83024,2013,7,5,-1.6,-4.2,3.4
83024,2013,7,6,-0.4,-4.3,0
83024,2013,7,7,-0.8,-2.2,0
83024,2013,7,8,-1.1,-3.9,0
83024,2013,7,9,0.1,-5.8,1.4
83024,2013,7,10,0.5,-3.8,6.4
83024,2013,7,11,2.1,-3.5,1
83024,2013,7,12,4.2,-2.1,
83024,2013,7,13,4,0.2,
83024,2013,7,14,4,1.4,
83024,2013,7,15,4.1,2.6,
83024,2013,7,16,4.6,1,
83024,2013,7,17,6.3,2.1,0.8
83024,2013,7,18,6.7,2.3,2.6
83024,2013,7,19,3.3,2.8,40.8
83024,2013,7,20,-2.3,-2.7,19.4
83024,2013,7,21,-3,-4.9,0
83024,2013,7,22,-1.7,-4.6,0
83024,2013,7,23,0,-3.4,0
83024,2013,7,24,5.3,-4.4,1.2
83024,2013,7,25,3.7,-3.6,11
83024,2013,7,26,0.9,-4.9,1.8
83024,2013,7,27,3.2,-2.4,2
83024,2013,7,28,3.5,-0.6,0
83024,2013,7,29,3.5,0.2,11.8
83024,2013,7,30,3.3,0.2,11
83024,2013,7,31,4.2,-1.9,0.8
83024,2013,8,1,4.1,-1.5,0.4
83024,2013,8,2,1.3,-2.1,0.4
83024,2013,8,3,-0.2,-4.7,8.6
83024,2013,8,4,0,-3.9,10
83024,2013,8,5,2.7,-3.4,42
83024,2013,8,6,-0.5,-1.3,42.2
83024,2013,8,7,-0.9,-3.3,2.2
83024,2013,8,8,-0.4,-3.2,13.8
83024,2013,8,9,0.8,-5.2,2.6
83024,2013,8,10,1.7,-2.4,16.6
83024,2013,8,11,2.5,-2.4,0
83024,2013,8,12,1.7,-1.3,10
83024,2013,8,13,1.3,-4.1,13.2
83024,2013,8,14,0.6,-3.4,6.2
83024,2013,8,15,0,-4.2,13.8
83024,2013,8,16,1.7,-2.9,1.4
83024,2013,8,17,0.1,-2.1,6.4
83024,2013,8,18,1.6,-2.1,8.4
83024,2013,8,19,-3.5,-5.1,17.4
83024,2013,8,20,-2.9,-6.1,3
83024,2013,8,21,-0.9,-5.6,3.8
83024,2013,8,22,0,-3.5,14.6
83024,2013,8,23,2.7,-1.4,69.4
83024,2013,8,24,4.4,-0.1,12.6
83024,2013,8,25,1.2,-0.5,0.2
83024,2013,8,26,3.1,-0.9,0
83024,2013,8,27,4.9,0.5,0
83024,2013,8,28,6,2.4,0
83024,2013,8,29,7.7,3.2,0.2
83024,2013,8,30,3.4,1.8,11.4
83024,2013,8,31,7.8,0.8,1.8
83024,2013,9,1,9.7,2.7,0
83024,2013,9,2,12.9,6.3,0
83024,2013,9,3,13.6,7.5,0
83024,2013,9,4,11.6,7.1,0
83024,2013,9,5,11,6.8,0
83024,2013,9,6,5.4,4.1,0.6
83024,2013,9,7,6.6,1.8,2.8
83024,2013,9,8,8.9,-1.4,0
83024,2013,9,9,10.3,1.2,0
83024,2013,9,10,2.7,2.2,7.2
83024,2013,9,11,0,-2.4,3.8
83024,2013,9,12,3.3,-3,4.8
83024,2013,9,13,3.2,-4.6,3
83024,2013,9,14,6.4,-1.2,0.4
83024,2013,9,15,9.3,0.1,0
83024,2013,9,16,4.6,2.5,3.8
83024,2013,9,17,7.8,2.5,23
83024,2013,9,18,4.5,2.3,1
83024,2013,9,19,0.9,-1.5,29.2
83024,2013,9,20,3.3,-2.7,20.8
83024,2013,9,21,6.5,-1.4,4.2
83024,2013,9,22,9.5,0.7,2.8
83024,2013,9,23,13.5,2.4,0.4
83024,2013,9,24,11.2,4.2,0
83024,2013,9,25,10.3,5.4,1.4
83024,2013,9,26,1.7,0.2,27.8
83024,2013,9,27,6.9,-3.9,6.4
83024,2013,9,28,3.3,-2,0.4
83024,2013,9,29,9.2,-1.7,3.6
83024,2013,9,30,13.2,2.6,0
83024,2013,10,1,6,5.6,18.4
83024,2013,10,2,2,-2.7,12.6
83024,2013,10,3,5,-3.5,13.2
83024,2013,10,4,9.1,-4.2,2.2
83024,2013,10,5,10.1,2.4,0
83024,2013,10,6,12,6.2,0
83024,2013,10,7,9.9,-2.4,0.4
83024,2013,10,8,9.6,0.4,0
83024,2013,10,9,14.2,1.2,0
83024,2013,10,10,12.3,7.4,0
83024,2013,10,11,5.8,-2.2,10.2
83024,2013,10,12,10.2,-1.3,0.2
83024,2013,10,13,11.6,4.5,0
83024,2013,10,14,-0.1,-4.8,7.2
83024,2013,10,15,5.8,-3.4,6.2
83024,2013,10,16,11,-0.8,0.2
83024,2013,10,17,1.1,0,0.6
83024,2013,10,18,9.5,-5.3,8.2
83024,2013,10,19,14.2,0.1,0
83024,2013,10,20,17.3,7.7,0
83024,2013,10,21,15.1,11,0
83024,2013,10,22,14,9.7,0.4
83024,2013,10,23,5.5,4.3,50.6
83024,2013,10,24,-1.1,-4.6,20.6
83024,2013,10,25,0,-4.5,1.6
83024,2013,10,26,5.8,-2.1,2
83024,2013,10,27,10.5,-0.9,0
83024,2013,10,28,10.6,2.5,0
83024,2013,10,29,9.1,2.2,0.4
83024,2013,10,30,11.7,0.3,0
83024,2013,10,31,12.3,2.3,0
83024,2013,11,1,14.9,6.1,0
83024,2013,11,2,15.6,7.4,0
83024,2013,11,3,3.7,1.8,0
83024,2013,11,4,12.8,-4.3,0.2
83024,2013,11,5,15.1,-3,0
83024,2013,11,6,16,7.1,0
83024,2013,11,7,18.3,9.4,0
83024,2013,11,8,15.4,10,0.2
83024,2013,11,9,3.5,0.4,3.4
83024,2013,11,10,6.4,-3.9,2.8
83024,2013,11,11,3.8,-1,0
83024,2013,11,12,5.3,0.7,1
83024,2013,11,13,3,-0.5,20
83024,2013,11,14,4.8,-0.5,40.2
83024,2013,11,15,9.8,-0.6,0
83024,2013,11,16,9.5,1.1,0
83024,2013,11,17,13.2,3.3,0
83024,2013,11,18,14.9,5.3,1.8
83024,2013,11,19,17.8,7.7,0
83024,2013,11,20,17.4,10.5,0
83024,2013,11,21,12.3,7.4,0
83024,2013,11,22,13,4,0
83024,2013,11,23,9.5,1.9,0
83024,2013,11,24,8.8,1.4,9.6
83024,2013,11,25,12.9,1.6,3.2
83024,2013,11,26,15.1,4.4,0
83024,2013,11,27,18.3,8,0
83024,2013,11,28,15,12.3,0
83024,2013,11,29,8.3,-0.4,3.2
83024,2013,11,30,13.9,-1.2,0
83024,2013,12,1,16.1,6.2,0
83024,2013,12,2,20.2,9.7,0
83024,2013,12,3,18.9,13.1,0
83024,2013,12,4,10.2,9.2,20.6
83024,2013,12,5,0.5,-1.4,71.2
83024,2013,12,6,6.8,-3.7,6.8
83024,2013,12,7,13.1,-2.7,1.8
83024,2013,12,8,15.3,5,0
83024,2013,12,9,14.1,11.4,0
83024,2013,12,10,4.6,0,23.6
83024,2013,12,11,7,0.2,0.6
83024,2013,12,12,12.3,1.7,0.4
83024,2013,12,13,14.5,5.1,0
83024,2013,12,14,14,5.4,0
83024,2013,12,15,16.6,6.6,0
83024,2013,12,16,18.5,9,0
83024,2013,12,17,20.3,10.8,0
83024,2013,12,18,22.9,12.2,0
83024,2013,12,19,24.2,15.1,0
83024,2013,12,20,24.6,15,0.8
83024,2013,12,21,22,14.2,0
83024,2013,12,22,19.8,14.2,0.4
83024,2013,12,23,11.1,4.6,23.4
83024,2013,12,24,15.2,3,2.8
83024,2013,12,25,16.8,8.8,0
83024,2013,12,26,15.9,8.3,0
83024,2013,12,27,17.3,8.5,1.8
83024,2013,12,28,20.3,11.1,0
83024,2013,12,29,14.1,2.6,0
83024,2013,12,30,15.2,5.8,0
83024,2013,12,31,15.1,4.5,0
83024,2014,1,1,14.6,8.6,0
83024,2014,1,2,14.1,6.9,14
83024,2014,1,3,15.9,8.6,0
83024,2014,1,4,8.1,0.3,0
83024,2014,1,5,12.9,1.7,0
83024,2014,1,6,5.8,-0.8,2.6
83024,2014,1,7,11.5,-1.5,0
83024,2014,1,8,15.6,2.4,0
83024,2014,1,9,17.3,9,0
83024,2014,1,10,20.2,8.8,1.6
83024,2014,1,11,21.7,12.4,0
83024,2014,1,12,23.3,12.5,0
83024,2014,1,13,25.2,15.6,0
83024,2014,1,14,26.1,16.6,0
83024,2014,1,15,28.2,18.8,0
83024,2014,1,16,29.7,17.9,0
83024,2014,1,17,28.5,19.7,0
83024,2014,1,18,24.1,15.5,0.4
83024,2014,1,19,22.2,14.1,0
83024,2014,1,20,15.5,9,0
83024,2014,1,21,17.5,7.4,0
83024,2014,1,22,19.9,7,0
83024,2014,1,23,22,10.7,0
83024,2014,1,24,10.2,9.8,10.8
83024,2014,1,25,13,0.3,39.2
83024,2014,1,26,18.4,2.6,0
83024,2014,1,27,20.7,9.9,0
83024,2014,1,28,22.3,13.1,0
83024,2014,1,29,25.7,15.8,0
83024,2014,1,30,24.2,15.9,0
83024,2014,1,31,26.6,17.3,0
83024,2014,2,1,27,18,0
83024,2014,2,2,28.2,17.1,0
83024,2014,2,3,28.1,18.7,0
83024,2014,2,4,16.7,6.1,3.6
83024,2014,2,5,19.7,9.2,0
83024,2014,2,6,20.5,10.1,0
83024,2014,2,7,22.9,12.5,0
83024,2014,2,8,26,15.4,0
83024,2014,2,9,25.9,17.7,0
83024,2014,2,10,23.7,9.6,0
83024,2014,2,11,23.9,12.9,0
83024,2014,2,12,25.2,14.5,0
83024,2014,2,13,20.5,16.7,0
83024,2014,2,14,17.4,11.2,0
83024,2014,2,15,15.2,11,2.4
83024,2014,2,16,13.6,8.6,6
83024,2014,2,17,18.1,5.4,0
83024,2014,2,18,19.1,9.2,0
83024,2014,2,19,12.6,10,0
83024,2014,2,20,4.9,-0.1,26.4
83024,2014,2,21,12,-0.1,0
83024,2014,2,22,17.1,2.5,0
83024,2014,2,23,19.2,9.1,0
83024,2014,2,24,20.1,10.3,0
83024,2014,2,25,19.3,12,0
83024,2014,2,26,16.1,9.4,2.8
83024,2014,2,27,17.3,4.7,0
83024,2014,2,28,18,8.5,0
83024,2014,3,1,16.7,7.9,0.6
83024,2014,3,2,16.1,7.5,0
83024,2014,3,3,19.5,8.2,0
83024,2014,3,4,18.8,9.9,0
83024,2014,3,5,15.5,10.2,1.6
83024,2014,3,6,18.2,9.5,0.2
83024,2014,3,7,17.1,5.5,0
83024,2014,3,8,18.5,7.8,0
83024,2014,3,9,19.4,9.9,0
83024,2014,3,10,21.5,10.6,0
83024,2014,3,11,18.6,13.9,0
83024,2014,3,12,15,9.1,5.8
83024,2014,3,13,16.7,6.8,0
83024,2014,3,14,17.4,9.3,0
83024,2014,3,15,14.8,9.6,0
83024,2014,3,16,4.4,0.9,27.4
83024,2014,3,17,8.9,0,12.6
83024,2014,3,18,9.7,4.3,11
83024,2014,3,19,15.2,4.7,0
83024,2014,3,20,16.7,7.5,0
83024,2014,3,21,12.2,9.7,0
83024,2014,3,22,13.5,6,3.6
83024,2014,3,23,11,4.7,0
83024,2014,3,24,11.3,3.7,0
83024,2014,3,25,14.6,4.8,3
83024,2014,3,26,12.6,8.2,0
83024,2014,3,27,11.4,8.8,18.6
83024,2014,3,28,13.4,9.2,7.4
83024,2014,3,29,16.1,8.3,2.2
83024,2014,3,30,12.9,7.2,3.4
83024,2014,3,31,16.1,7.8,3.6
83024,2014,4,1,17.7,9.2,0
83024,2014,4,2,15.3,10.3,0
83024,2014,4,3,13,9.7,5
83024,2014,4,4,11.4,5.5,5.2
83024,2014,4,5,12.1,5.8,0.8
83024,2014,4,6,12.7,6,0
83024,2014,4,7,13.2,5.2,0
83024,2014,4,8,11.6,6.1,0
83024,2014,4,9,9.6,6.8,2.8
83024,2014,4,10,9.8,7.1,26
83024,2014,4,11,9.1,7.6,37.6
83024,2014,4,12,10.2,4.7,1
83024,2014,4,13,10.7,4.7,0
83024,2014,4,14,10.2,1.9,0
83024,2014,4,15,9.5,1.9,0
83024,2014,4,16,10.6,2.6,0
83024,2014,4,17,10.3,2.3,0
83024,2014,4,18,6,4.3,0
83024,2014,4,19,4.3,-1.3,5.8
83024,2014,4,20,4,-1,0
83024,2014,4,21,9.6,-0.6,0
83024,2014,4,22,7.2,3.7,0
83024,2014,4,23,8.1,4.1,2.8
83024,2014,4,24,7.2,0.9,0
83024,2014,4,25,8.9,-0.1,1.6
83024,2014,4,26,8.8,3.8,2.4
83024,2014,4,27,10.4,-1.4,4.2
83024,2014,4,28,8.8,4,0
83024,2014,4,29,8.9,6.2,0
83024,2014,4,30,2.7,-1,50.4
83024,2014,5,1,4.7,-2.6,1
83024,2014,5,2,0,-2.2,0
83024,2014,5,3,1.1,-1.5,1
83024,2014,5,4,0.3,-2.9,7.8
83024,2014,5,5,2.6,-2.9,2.2
83024,2014,5,6,3,-2.1,7.8
83024,2014,5,7,5.6,-2.5,0
83024,2014,5,8,8.3,-0.3,0
83024,2014,5,9,4.8,-0.4,0
83024,2014,5,10,4.7,2.3,3
83024,2014,5,11,7.8,1.8,18.8
83024,2014,5,12,10.1,1.5,0.2
83024,2014,5,13,7.9,2.1,0
83024,2014,5,14,8.1,1.5,0
83024,2014,5,15,7.6,4.7,0
83024,2014,5,16,10.2,5.2,0
83024,2014,5,17,10.6,4.9,0
83024,2014,5,18,8.2,6,0
83024,2014,5,19,9,4.9,0.4
83024,2014,5,20,6.6,5.2,8.6
83024,2014,5,21,6.8,4.5,13.4
83024,2014,5,22,8,5.4,2.8
83024,2014,5,23,6.9,5.7,7.4
83024,2014,5,24,8,1.4,33.8
83024,2014,5,25,7.9,1.9,0
83024,2014,5,26,9.2,3.4,0
83024,2014,5,27,6.1,5.8,8.2
83024,2014,5,28,3.7,1,60.4
83024,2014,5,29,5.1,0.3,18.4
83024,2014,5,30,5.6,0.5,0
83024,2014,5,31,6.7,2.1,0
83024,2014,6,1,5.1,3.5,3.6
83024,2014,6,2,8.3,0.8,7
83024,2014,6,3,5.7,3.1,17
83024,2014,6,4,4.3,1.2,9.6
83024,2014,6,5,4.8,0.9,2.6
83024,2014,6,6,4.2,-1.7,7.4
83024,2014,6,7,3.1,0,0
83024,2014,6,8,3.6,-3.5,5.8
83024,2014,6,9,6.8,-3,0.6
83024,2014,6,10,6.9,2,0
83024,2014,6,11,3.5,0.2,0
83024,2014,6,12,3.9,0.1,0
83024,2014,6,13,4.1,1.1,4
83024,2014,6,14,2.8,0.1,9.6
83024,2014,6,15,1.9,-0.6,
83024,2014,6,16,1.8,-2.5,0
83024,2014,6,17,7.7,-0.6,40.4
83024,2014,6,18,10,-0.6,0
83024,2014,6,19,6,1.8,0
83024,2014,6,20,3.2,-0.2,0
83024,2014,6,21,3,0.3,5.4
83024,2014,6,22,5.1,-0.6,1.8
83024,2014,6,23,1.2,-0.3,3
83024,2014,6,24,-0.4,-5.1,19.4
83024,2014,6,25,1.6,-4,17.6
83024,2014,6,26,1.7,-1.6,70.2
83024,2014,6,27,0.7,-1.2,3.4
83024,2014,6,28,-1.2,-2.2,2
83024,2014,6,29,-0.9,-3.2,18
83024,2014,6,30,-0.4,-4.2,9.2
83024,2014,7,1,0.1,-3.5,10
83024,2014,7,2,2.9,-1.1,5.8
83024,2014,7,3,3.5,-0.6,0.2
83024,2014,7,4,0.1,-1.2,0
83024,2014,7,5,0.2,-1.3,22.2
83024,2014,7,6,0.3,-1.1,32.6
83024,2014,7,7,2.8,-2.2,5.8
83024,2014,7,8,-0.7,-3,0
83024,2014,7,9,-2,-3.3,2.6
83024,2014,7,10,0.1,-3.6,12.6
83024,2014,7,11,0,-3.4,11.6
83024,2014,7,12,-2.1,-2.9,35.2
83024,2014,7,13,-0.1,-5.4,3.6
83024,2014,7,14,-0.1,-3.4,0.4
83024,2014,7,15,0.1,-2.1,0.6
83024,2014,7,16,0,-1.2,14.4
83024,2014,7,17,-2.8,-3,13.2
83024,2014,7,18,-2.5,-5.4,5
83024,2014,7,19,-1.7,-4.5,1.4
83024,2014,7,20,0,-5.5,2.2
83024,2014,7,21,2.4,-4.2,0
83024,2014,7,22,3.6,-2.8,0
83024,2014,7,23,4.9,-1.2,0
83024,2014,7,24,2.1,-1.2,0
83024,2014,7,25,1.6,-0.2,3.6
83024,2014,7,26,1.3,0,16.4
83024,2014,7,27,0.7,-1,6.4
83024,2014,7,28,2.5,-0.6,0
83024,2014,7,29,3.3,-0.4,0
83024,2014,7,30,3.2,0.4,60.2
83024,2014,7,31,3.4,1.3,16
83024,2014,8,1,-4.3,-5.9,8
83024,2014,8,2,-3.4,-7.4,8.4
83024,2014,8,3,-1.6,-8.3,8.4
83024,2014,8,4,-0.2,-7.1,0
83024,2014,8,5,3.3,-6.9,0
83024,2014,8,6,0.2,-2.5,0
83024,2014,8,7,0.9,-1.9,1.2
83024,2014,8,8,2.5,-1.5,0
83024,2014,8,9,2.6,-2.1,0
83024,2014,8,10,-1.2,-2.6,5.4
83024,2014,8,11,-1.6,-6.7,4.8
83024,2014,8,12,3.2,-7.8,0.2
83024,2014,8,13,5,-5.7,0
83024,2014,8,14,6.2,-2.8,0
83024,2014,8,15,5.4,-1.3,0
83024,2014,8,16,5.9,-0.6,0
83024,2014,8,17,1.9,-2.2,0
83024,2014,8,18,1.7,-0.7,0
83024,2014,8,19,4.9,0,0.4
83024,2014,8,20,5.9,-1.4,0
83024,2014,8,21,4.3,-0.3,0
83024,2014,8,22,6.5,-0.8,0
83024,2014,8,23,4.9,-0.5,0
83024,2014,8,24,2,1.4,0
83024,2014,8,25,3.7,-0.7,0.4
83024,2014,8,26,8.2,-0.1,0.2
83024,2014,8,27,5.6,1.4,0
83024,2014,8,28,6.7,1.1,0
83024,2014,8,29,9.7,2.6,0
83024,2014,8,30,8.6,2.8,0
83024,2014,8,31,7.1,1.1,0
83024,2014,9,1,4.9,2.3,0
83024,2014,9,2,-0.8,-2.5,23.2
83024,2014,9,3,2.1,-4.9,4.8
83024,2014,9,4,4.4,-3.9,0.4
83024,2014,9,5,5.6,-1.8,0.6
83024,2014,9,6,7.4,-1.2,0.8
83024,2014,9,7,7.3,0.1,0
83024,2014,9,8,5.8,1.5,0
83024,2014,9,9,6.1,2.9,7.6
83024,2014,9,10,2.9,0.4,18.6
83024,2014,9,11,2.4,0.9,0.2
83024,2014,9,12,6.3,-4,7.2
83024,2014,9,13,8.3,-0.1,0
83024,2014,9,14,5.1,0.3,0
83024,2014,9,15,8.4,1.1,0
83024,2014,9,16,7.7,3.7,0
83024,2014,9,17,-0.3,-2.2,11.8
83024,2014,9,18,-0.6,-4,5.2
83024,2014,9,19,3.9,-6.1,3.8
83024,2014,9,20,6.7,-2.5,0
83024,2014,9,21,8.1,-0.6,0
83024,2014,9,22,12,2.8,0
83024,2014,9,23,13.1,3.6,0
83024,2014,9,24,7.7,4.7,0
83024,2014,9,25,7.5,2.5,12.2
83024,2014,9,26,6.6,0.4,0
83024,2014,9,27,8.8,0.6,0
83024,2014,9,28,12.1,3.5,0
83024,2014,9,29,11.9,2.6,0
83024,2014,9,30,9.2,3.1,0
83024,2014,10,1,2.8,-4.9,4
83024,2014,10,2,9.3,-3.6,3.4
83024,2014,10,3,12.6,0.3,0
83024,2014,10,4,12.2,2.2,0
83024,2014,10,5,14.7,6.7,0
83024,2014,10,6,15.3,7.4,0.2
83024,2014,10,7,2.3,0,22.4
83024,2014,10,8,4.5,-1.2,1.2
83024,2014,10,9,9.4,-0.3,0
83024,2014,10,10,11.8,2.3,0
83024,2014,10,11,15.7,7,0
83024,2014,10,12,17.1,10.1,0
83024,2014,10,13,5.7,4.6,0
83024,2014,10,14,1.9,-2.9,5.8
83024,2014,10,15,5.3,-2.7,0
83024,2014,10,16,4.6,-3.2,0
83024,2014,10,17,9.2,-3.6,3.6
83024,2014,10,18,11.9,2.1,0
83024,2014,10,19,14.9,5.9,0
83024,2014,10,20,16.1,6.3,0
83024,2014,10,21,15.7,6.6,0
83024,2014,10,22,18.4,8.2,0
83024,2014,10,23,20.3,11.3,0
83024,2014,10,24,17.6,10.6,0
83024,2014,10,25,18.7,11,0
83024,2014,10,26,15.8,9.6,0
83024,2014,10,27,8.4,7,3.6
83024,2014,10,28,6.5,-1.7,7
83024,2014,10,29,11.3,-0.8,0.6
83024,2014,10,30,13.8,5,0
83024,2014,10,31,17.3,7.3,0
83024,2014,11,1,6.2,5.6,6.6
83024,2014,11,2,7,-4,11.2
83024,2014,11,3,11.8,-2.5,1
83024,2014,11,4,13.9,6,0
83024,2014,11,5,11.3,7.1,0
83024,2014,11,6,12,1,0
83024,2014,11,7,18.6,5.2,0
83024,2014,11,8,19.3,10.8,
83024,2014,11,9,16.6,7.7,0
83024,2014,11,10,13.6,6.4,0
83024,2014,11,11,14.9,4.4,0
83024,2014,11,12,17.4,8.7,0
83024,2014,11,13,19.1,10.4,0
83024,2014,11,14,18.4,14.3,0
83024,2014,11,15,17.5,10.6,0.2
83024,2014,11,16,6,3.9,36.4
83024,2014,11,17,7.3,-0.1,3
83024,2014,11,18,12.3,1.7,0
83024,2014,11,19,14.8,5.6,0
83024,2014,11,20,17.9,9.6,0
83024,2014,11,21,14.4,8.5,0.8
83024,2014,11,22,16.2,8,0
83024,2014,11,23,19.5,9.7,6.2
83024,2014,11,24,13.6,11.4,0
83024,2014,11,25,7.3,-1.3,14.6
83024,2014,11,26,12.2,-0.1,0.2
83024,2014,11,27,14.9,2.2,0
83024,2014,11,28,16.3,6.5,0
83024,2014,11,29,18.9,9.5,0
83024,2014,11,30,19.1,11.9,0
83024,2014,12,1,16.8,10.1,0.2
83024,2014,12,2,18.2,9,0.2
83024,2014,12,3,15.2,12.6,0
83024,2014,12,4,16.8,9.2,9.6
83024,2014,12,5,15.6,10.1,0
83024,2014,12,6,11.1,7.7,11.6
83024,2014,12,7,10.2,5.2,21
83024,2014,12,8,12.5,5.6,7
83024,2014,12,9,16,7,5.2
83024,2014,12,10,16.9,8.5,0
83024,2014,12,11,9.8,5.8,5.2
83024,2014,12,12,14.3,3.3,1
83024,2014,12,13,16.5,7,0
83024,2014,12,14,16.2,8.8,0
83024,2014,12,15,19.6,10.9,0
83024,2014,12,16,18.4,10.4,1.4
83024,2014,12,17,12.2,-1.2,0
83024,2014,12,18,12.4,3.9,0
83024,2014,12,19,12.3,-0.3,6.6
83024,2014,12,20,16.5,1.2,0
83024,2014,12,21,19.4,8.6,0
83024,2014,12,22,21,13.2,0
83024,2014,12,23,15.9,9,3.8
83024,2014,12,24,18,9.1,0.2
83024,2014,12,25,16.7,9.2,0
83024,2014,12,26,9.1,-0.2,2
83024,2014,12,27,15.5,0.1,0
83024,2014,12,28,17.3,7.8,0
83024,2014,12,29,14.5,8.3,0
83024,2014,12,30,11.8,1,0
83024,2014,12,31,16.5,2,0
83024,2015,1,1,17.8,9.2,0
83024,2015,1,2,24.5,12.2,0
83024,2015,1,3,22.9,13.6,0
83024,2015,1,4,18.1,11.2,5.6
83024,2015,1,5,20.7,11.3,0
83024,2015,1,6,21.9,12,0
83024,2015,1,7,22.8,13.8,0
83024,2015,1,8,18.1,14,0
83024,2015,1,9,15,10.7,20
83024,2015,1,10,12.9,9.7,25.8
83024,2015,1,11,16.2,9.5,6
83024,2015,1,12,20.9,10.8,0
83024,2015,1,13,13.6,11.3,0
83024,2015,1,14,11.1,10.1,42
83024,2015,1,15,12.7,4.5,4.4
83024,2015,1,16,12.8,3.2,0
83024,2015,1,17,13,4.3,
83024,2015,1,18,12.5,4,0
83024,2015,1,19,16.4,3.9,0
83024,2015,1,20,16.4,8,0
83024,2015,1,21,19.6,8.4,5.6
83024,2015,1,22,20.2,11.1,37.2
83024,2015,1,23,21.3,14.7,0
83024,2015,1,24,17.3,12.9,2
83024,2015,1,25,11.5,6,0
83024,2015,1,26,12.4,0,0
83024,2015,1,27,13.8,2.8,0
83024,2015,1,28,12.8,4.4,0
83024,2015,1,29,9.9,0.5,0
83024,2015,1,30,6.9,1.2,0
83024,2015,1,31,11.6,1.8,0
83024,2015,2,1,15.1,5,0
83024,2015,2,2,15.5,4.5,0
83024,2015,2,3,16.6,6.2,0
83024,2015,2,4,15.4,6.6,0
83024,2015,2,5,18.8,6.3,0
83024,2015,2,6,20.8,11.5,0
83024,2015,2,7,19.8,12.1,0
83024,2015,2,8,23.8,13.6,0
83024,2015,2,9,21.4,12.4,0
83024,2015,2,10,20,11.6,0
83024,2015,2,11,22.5,12.9,0
83024,2015,2,12,19.6,11.9,0
83024,2015,2,13,19.3,10.7,0
83024,2015,2,14,12.8,9.5,65
83024,2015,2,15,19,8.2,20.8
83024,2015,2,16,20.4,10.7,0
83024,2015,2,17,20.6,13.4,0
83024,2015,2,18,15.4,10.8,0
83024,2015,2,19,19.1,11,2.2
83024,2015,2,20,20.7,11.2,0
83024,2015,2,21,22.6,13.9,0
83024,2015,2,22,21.4,13.2,6
83024,2015,2,23,21.2,13.7,2.4
83024,2015,2,24,16.4,10.4,18.4
83024,2015,2,25,16.3,9.4,0
83024,2015,2,26,15.8,9.7,0
83024,2015,2,27,18,6.5,0
