,Year,Week,Resort,Visitors,MaxTemp,MinTemp,Rainfall,Total Snowfall,Snowfall Days,Average Base Depth,Max Base Depth,Biggest Snowfall
247,2019,8,Mt. Stirling,858,4.271428571428571,-1.2285714285714289,9.4,,,,,
248,2019,9,Mt. Stirling,924,0.1428571428571428,-3.585714285714286,18.2,,,,,
249,2019,10,Mt. Stirling,909,0.8714285714285713,-4.1,23.0,,,,,
250,2019,11,Mt. Stirling,1455,3.0,-3.7142857142857135,51.4,,,,,
251,2019,12,Mt. Stirling,1542,2.857142857142857,-4.057142857142857,16.8,,,,,
252,2019,13,Mt. Stirling,1083,4.7,-0.2999999999999999,45.6,,,,,
253,2019,14,Mt. Stirling,522,4.2,-2.6142857142857143,34.0,,,,,
254,2019,15,Mt. Stirling,363,6.057142857142857,0.4999999999999999,30.2,,,,,
255,2020,1,Mt. Stirling,126,4.4,-0.557142857142857,76.8,,,,,
256,2020,2,Mt. Stirling,27,2.414285714285714,-0.1428571428571428,51.4,,,,,
257,2020,3,Mt. Stirling,24,2.257142857142857,-2.2857142857142856,27.4,,,,,
258,2020,4,Mt. Stirling,93,1.2571428571428571,-2.314285714285714,47.6,,,,,
259,2020,5,Mt. Stirling,171,2.271428571428572,-0.7000000000000001,17.200000000000003,,,,,
260,2020,6,Mt. Stirling,438,3.8285714285714287,-2.185714285714286,5.0,,,,,
261,2020,7,Mt. Stirling,108,5.0,0.0714285714285714,3.8,,,,,
262,2020,8,Mt. Stirling,127,5.814285714285715,-0.5285714285714286,1.0,,,,,
263,2020,9,Mt. Stirling,98,0.7999999999999999,-4.342857142857143,17.2,,,,,
264,2020,10,Mt. Stirling,9,3.2285714285714286,-0.2333333333333333,14.6,,,,,
265,2020,11,Mt. Stirling,0,-1.0571428571428572,-3.685714285714286,72.60000000000001,,,,,
266,2020,12,Mt. Stirling,0,2.5,-3.2857142857142856,25.0,,,,,
267,2020,13,Mt. Stirling,0,4.971428571428571,-1.1,5.0,,,,,
268,2020,14,Mt. Stirling,0,8.942857142857143,1.7,28.0,,,,,
269,2020,15,Mt. Stirling,0,9.671428571428573,4.785714285714286,27.8,,,,,
270,2021,1,Mt. Stirling,216,2.7857142857142856,-1.5,77.6,,,,,
271,2021,2,Mt. Stirling,69,2.628571428571429,-1.8,14.6,,,,,
272,2021,3,Mt. Stirling,99,2.8000000000000003,-1.042857142857143,53.6,,,,,
273,2021,4,Mt. Stirling,315,0.5285714285714286,-2.628571428571429,21.8,,,,,
274,2021,5,Mt. Stirling,697,2.128571428571429,-2.242857142857143,11.0,,,,,
275,2021,6,Mt. Stirling,103,0.3857142857142857,-2.7,22.8,,,,,
276,2021,7,Mt. Stirling,0,-0.3571428571428571,-3.971428571428572,63.6,,,,,
277,2021,8,Mt. Stirling,468,0.3999999999999999,-2.9,52.6,,,,,
278,2021,9,Mt. Stirling,774,1.2714285714285716,-2.257142857142857,21.4,,,,,
279,2021,10,Mt. Stirling,834,1.8571428571428568,-1.5857142857142856,18.2,,,,,
280,2021,11,Mt. Stirling,0,2.757142857142857,-1.042857142857143,18.4,,,,,
281,2021,12,Mt. Stirling,0,1.4,-2.771428571428572,16.6,,,,,
282,2021,13,Mt. Stirling,15,6.057142857142857,1.3142857142857145,0.0,,,,,
283,2021,14,Mt. Stirling,33,6.471428571428571,-0.5428571428571429,0.0,,,,,
284,2021,15,Mt. Stirling,618,3.6142857142857134,-1.9285714285714288,0.0,,,,,
285,2022,1,Mt. Stirling,1038,0.0285714285714285,-3.2,9.0,,,,,
286,2022,2,Mt. Stirling,711,2.3428571428571425,-1.0571428571428572,87.4,,,,,
287,2022,3,Mt. Stirling,426,2.2142857142857144,-1.9714285714285715,91.8,,,,,
288,2022,4,Mt. Stirling,984,6.242857142857143,-0.2428571428571428,0.0,,,,,
289,2022,5,Mt. Stirling,1071,0.1428571428571428,-2.8714285714285714,14.8,,,,,
290,2022,6,Mt. Stirling,660,0.0714285714285714,-5.228571428571429,21.2,,,,,
291,2022,7,Mt. Stirling,1158,2.9,-0.5,26.0,,,,,
292,2022,8,Mt. Stirling,1032,1.0142857142857142,-2.9857142857142853,74.19999999999999,,,,,
293,2022,9,Mt. Stirling,819,1.1428571428571428,-1.7285714285714282,35.599999999999994,,,,,
294,2022,10,Mt. Stirling,1314,2.3714285714285714,-1.8714285714285717,62.2,,,,,
295,2022,11,Mt. Stirling,1577,0.4285714285714285,-3.2428571428571438,80.2,,,,,
296,2022,12,Mt. Stirling,975,5.685714285714285,-0.3999999999999999,42.6,,,,,
297,2022,13,Mt. Stirling,609,3.128571428571429,-1.8142857142857145,11.2,,,,,
298,2022,14,Mt. Stirling,357,1.9714285714285715,-1.7285714285714289,107.8,,,,,
299,2022,15,Mt. Stirling,85,2.9,-1.385714285714286,55.8,,,,,
300,2023,1,Mt. Stirling,54,1.1857142857142855,-1.5142857142857142,72.0,,,,,
301,2023,2,Mt. Stirling,82,-0.3428571428571428,-3.2,48.8,,,,,
302,2023,3,Mt. Stirling,422,-0.1999999999999999,-2.585714285714286,9.6,,,,,
303,2023,4,Mt. Stirling,710,2.9714285714285715,-0.9,66.6,,,,,
304,2023,5,Mt. Stirling,678,1.4166666666666667,-1.4428571428571428,75.6,,,,,
305,2023,6,Mt. Stirling,844,3.8285714285714287,-1.5714285714285714,2.0,,,,,
306,2023,7,Mt. Stirling,589,3.8428571428571434,-1.6285714285714286,13.6,,,,,
307,2023,8,Mt. Stirling,673,3.871428571428571,0.2571428571428572,29.6,,,,,
308,2023,9,Mt. Stirling,1387,4.857142857142857,-0.2285714285714285,30.6,,,,,
309,2023,10,Mt. Stirling,1495,2.1,-2.9,25.0,,,,,
310,2023,11,Mt. Stirling,2050,4.7,-0.9428571428571428,34.2,,,,,
311,2023,12,Mt. Stirling,906,6.571428571428571,0.8142857142857142,24.2,,,,,
312,2023,13,Mt. Stirling,1069,7.242857142857143,-0.7857142857142858,26.2,,,,,
313,2023,14,Mt. Stirling,0,6.1000000000000005,-0.3857142857142856,34.8,,,,,
314,2023,15,Mt. Stirling,0,10.928571428571429,5.014285714285714,19.8,,,,,
315,2024,1,Mt. Stirling,0,3.6571428571428575,-2.4,58.8,,,,,
316,2024,2,Mt. Stirling,12,2.3285714285714287,-3.3428571428571425,2.6,,,,,
317,2024,3,Mt. Stirling,106,1.5,-1.9714285714285715,25.6,,,,,
318,2024,4,Mt. Stirling,122,2.757142857142857,-2.742857142857143,18.2,,,,,
319,2024,5,Mt. Stirling,426,2.2285714285714286,-1.1142857142857143,38.2,,,,,
320,2024,6,Mt. Stirling,122,-0.3999999999999999,-3.885714285714286,21.8,,,,,
321,2024,7,Mt. Stirling,1403,1.4857142857142858,-2.0571428571428574,69.8,,,,,
322,2024,8,Mt. Stirling,1596,1.8285714285714283,-3.7857142857142856,17.4,,,,,
323,2024,9,Mt. Stirling,2097,2.0285714285714285,-1.7,8.200000000000001,,,,,
324,2024,10,Mt. Stirling,1632,6.128571428571428,2.271428571428572,12.2,,,,,
325,2024,11,Mt. Stirling,1416,4.885714285714286,0.8285714285714285,44.2,,,,,
326,2024,12,Mt. Stirling,701,4.257142857142857,0.1571428571428572,43.6,,,,,
327,2024,13,Mt. Stirling,213,6.1000000000000005,-0.6714285714285714,44.4,,,,,
328,2024,14,Mt. Stirling,0,5.728571428571429,-0.5714285714285714,26.4,,,,,
329,2024,15,Mt. Stirling,0,2.071428571428572,-3.185714285714286,35.4,,,,,
330,2014,1,Mt. Hotham,3483,3.4571428571428577,-1.1428571428571428,42.0,69.0,20.0,31.0,42.0,16.0
331,2014,2,Mt. Hotham,1253,3.0,-1.2571428571428571,13.0,69.0,20.0,31.0,42.0,16.0
332,2014,3,Mt. Hotham,2992,-0.9000000000000001,-3.2857142857142856,20.8,69.0,20.0,31.0,42.0,16.0
333,2014,4,Mt. Hotham,9680,-0.9857142857142858,-3.4714285714285715,0.6,69.0,20.0,31.0,42.0,16.0
334,2014,5,Mt. Hotham,29628,-1.8428571428571427,-4.0,3.2,69.0,20.0,31.0,42.0,16.0
335,2014,6,Mt. Hotham,36665,-1.9571428571428573,-4.442857142857142,0.6,69.0,20.0,31.0,42.0,16.0
336,2014,7,Mt. Hotham,26465,0.1285714285714285,-3.242857142857143,47.4,69.0,20.0,31.0,42.0,16.0
337,2014,8,Mt. Hotham,21679,-0.9428571428571428,-3.9571428571428577,87.2,69.0,20.0,31.0,42.0,16.0
338,2014,9,Mt. Hotham,31019,0.7000000000000001,-3.757142857142857,3.0,69.0,20.0,31.0,42.0,16.0
339,2014,10,Mt. Hotham,30360,1.6571428571428573,-5.485714285714286,4.8,69.0,20.0,31.0,42.0,16.0
340,2014,11,Mt. Hotham,35923,2.7,-1.2714285714285716,22.0,69.0,20.0,31.0,42.0,16.0
341,2014,12,Mt. Hotham,32657,5.485714285714286,-0.4571428571428572,9.4,69.0,20.0,31.0,42.0,16.0
342,2014,13,Mt. Hotham,28855,1.457142857142857,-3.4714285714285715,6.2,69.0,20.0,31.0,42.0,16.0
343,2014,14,Mt. Hotham,18708,4.185714285714286,-0.9571428571428572,90.4,69.0,20.0,31.0,42.0,16.0
344,2014,15,Mt. Hotham,11117,3.542857142857143,-2.742857142857143,13.0,69.0,20.0,31.0,42.0,16.0
345,2015,1,Mt. Hotham,4997,5.0,-1.775,20.0,48.0,30.0,34.0,57.0,6.0
346,2015,2,Mt. Hotham,1797,,,14.4,48.0,30.0,34.0,57.0,6.0
347,2015,3,Mt. Hotham,3605,,,16.2,48.0,30.0,34.0,57.0,6.0
348,2015,4,Mt. Hotham,13197,,,5.4,48.0,30.0,34.0,57.0,6.0
349,2015,5,Mt. Hotham,22318,-0.6,-4.175,0.0,48.0,30.0,34.0,57.0,6.0
350,2015,6,Mt. Hotham,27894,-2.7285714285714286,-5.871428571428572,0.0,48.0,30.0,34.0,57.0,6.0
351,2015,7,Mt. Hotham,22620,-0.7285714285714285,-3.257142857142857,46.0,48.0,30.0,34.0,57.0,6.0
352,2015,8,Mt. Hotham,17562,-1.3,-4.1571428571428575,0.0,48.0,30.0,34.0,57.0,6.0
353,2015,9,Mt. Hotham,27850,-2.1,-5.742857142857143,0.8,48.0,30.0,34.0,57.0,6.0
354,2015,10,Mt. Hotham,31159,-1.085714285714286,-2.9857142857142853,24.6,48.0,30.0,34.0,57.0,6.0
355,2015,11,Mt. Hotham,35122,1.385714285714286,-3.857142857142857,22.4,48.0,30.0,34.0,57.0,6.0
356,2015,12,Mt. Hotham,30754,1.6285714285714283,-3.685714285714286,19.4,48.0,30.0,34.0,57.0,6.0
357,2015,13,Mt. Hotham,25367,4.449999999999999,-2.2,4.6000000000000005,48.0,30.0,34.0,57.0,6.0
358,2015,14,Mt. Hotham,30754,,,9.8,48.0,30.0,34.0,57.0,6.0
359,2015,15,Mt. Hotham,12005,,,11.6,48.0,30.0,34.0,57.0,6.0
360,2016,1,Mt. Hotham,4590,4.214285714285714,-1.2714285714285711,78.2,80.0,22.0,33.0,48.0,12.0
361,2016,2,Mt. Hotham,1860,2.1714285714285717,-0.4285714285714285,48.8,80.0,22.0,33.0,48.0,12.0
362,2016,3,Mt. Hotham,8368,-2.128571428571429,-5.685714285714285,1.0,80.0,22.0,33.0,48.0,12.0
363,2016,4,Mt. Hotham,17433,-0.6714285714285715,-3.028571428571429,0.2,80.0,22.0,33.0,48.0,12.0
364,2016,5,Mt. Hotham,21302,-0.2714285714285713,-2.157142857142857,4.4,80.0,22.0,33.0,48.0,12.0
365,2016,6,Mt. Hotham,25173,2.3000000000000003,-2.6,30.0,80.0,22.0,33.0,48.0,12.0
366,2016,7,Mt. Hotham,20774,-0.2142857142857141,-3.5142857142857147,114.4,80.0,22.0,33.0,48.0,12.0
367,2016,8,Mt. Hotham,19557,-0.7,-2.08,3.4,80.0,22.0,33.0,48.0,12.0
368,2016,9,Mt. Hotham,27232,,,22.4,80.0,22.0,33.0,48.0,12.0
369,2016,10,Mt. Hotham,28044,2.8,,3.4,80.0,22.0,33.0,48.0,12.0
370,2016,11,Mt. Hotham,31774,-0.0999999999999999,-2.9285714285714284,23.4,80.0,22.0,33.0,48.0,12.0
371,2016,12,Mt. Hotham,28211,0.7000000000000001,-4.0285714285714285,72.80000000000001,80.0,22.0,33.0,48.0,12.0
372,2016,13,Mt. Hotham,20295,5.64,-0.4857142857142857,25.8,80.0,22.0,33.0,48.0,12.0
373,2016,14,Mt. Hotham,14224,4.0285714285714285,0.8142857142857142,58.4,80.0,22.0,33.0,48.0,12.0
374,2016,15,Mt. Hotham,10134,1.7,-2.7857142857142856,29.2,80.0,22.0,33.0,48.0,12.0
375,2017,1,Mt. Hotham,6288,6.385714285714285,-0.8166666666666668,1.8,75.0,27.0,42.0,79.0,10.0
376,2017,2,Mt. Hotham,2644,5.614285714285714,0.3428571428571428,0.0,75.0,27.0,42.0,79.0,10.0
377,2017,3,Mt. Hotham,5756,-1.1,-3.928571428571429,17.200000000000003,75.0,27.0,42.0,79.0,10.0
378,2017,4,Mt. Hotham,17281,0.8857142857142856,-3.557142857142857,20.4,75.0,27.0,42.0,79.0,10.0
379,2017,5,Mt. Hotham,29573,-1.6,-4.942857142857143,0.0,75.0,27.0,42.0,79.0,10.0
380,2017,6,Mt. Hotham,33467,-1.6142857142857143,-4.728571428571429,0.0,75.0,27.0,42.0,79.0,10.0
381,2017,7,Mt. Hotham,23812,-1.1714285714285717,-4.9,0.0,75.0,27.0,42.0,79.0,10.0
382,2017,8,Mt. Hotham,25596,0.5857142857142857,-3.942857142857143,0.0,75.0,27.0,42.0,79.0,10.0
383,2017,9,Mt. Hotham,29214,-1.65,-3.8285714285714287,0.0,75.0,27.0,42.0,79.0,10.0
384,2017,10,Mt. Hotham,33652,0.3199999999999999,-1.6285714285714286,0.0,75.0,27.0,42.0,79.0,10.0
385,2017,11,Mt. Hotham,35159,-2.1142857142857143,-5.842857142857143,0.0,75.0,27.0,42.0,79.0,10.0
386,2017,12,Mt. Hotham,32732,-1.1,-6.814285714285715,0.0,75.0,27.0,42.0,79.0,10.0
387,2017,13,Mt. Hotham,26326,0.7285714285714286,-4.385714285714285,0.0,75.0,27.0,42.0,79.0,10.0
388,2017,14,Mt. Hotham,21960,1.4857142857142858,-3.442857142857143,0.0,75.0,27.0,42.0,79.0,10.0
389,2017,15,Mt. Hotham,14990,3.1714285714285717,-3.271428571428572,0.0,75.0,27.0,42.0,79.0,10.0
390,2018,1,Mt. Hotham,6271,1.0285714285714287,-1.9714285714285715,62.8,79.0,25.0,50.0,85.0,9.0
391,2018,2,Mt. Hotham,3489,-1.4571428571428573,-4.885714285714286,1.0,79.0,25.0,50.0,85.0,9.0
392,2018,3,Mt. Hotham,6911,-0.5142857142857142,-4.542857142857143,14.0,79.0,25.0,50.0,85.0,9.0
393,2018,4,Mt. Hotham,17524,1.0,-3.071428571428572,28.4,79.0,25.0,50.0,85.0,9.0
394,2018,5,Mt. Hotham,31435,0.1428571428571428,-4.6000000000000005,6.8,79.0,25.0,50.0,85.0,9.0
395,2018,6,Mt. Hotham,37737,-0.7285714285714284,-5.4,1.0,79.0,25.0,50.0,85.0,9.0
396,2018,7,Mt. Hotham,25157,-1.2571428571428571,-4.857142857142857,3.0,79.0,25.0,50.0,85.0,9.0
397,2018,8,Mt. Hotham,24150,0.5857142857142856,-3.7142857142857135,42.6,79.0,25.0,50.0,85.0,9.0
398,2018,9,Mt. Hotham,30515,-1.0285714285714287,-4.614285714285714,10.2,79.0,25.0,50.0,85.0,9.0
399,2018,10,Mt. Hotham,33527,-1.042857142857143,-4.185714285714286,23.0,79.0,25.0,50.0,85.0,9.0
400,2018,11,Mt. Hotham,38115,-2.0142857142857142,-4.8,0.4,79.0,25.0,50.0,85.0,9.0
401,2018,12,Mt. Hotham,35284,-1.9857142857142855,-6.5,24.200000000000003,79.0,25.0,50.0,85.0,9.0
402,2018,13,Mt. Hotham,28187,0.7142857142857143,-4.114285714285715,50.2,79.0,25.0,50.0,85.0,9.0
403,2018,14,Mt. Hotham,21947,5.542857142857143,-0.9714285714285714,2.0,79.0,25.0,50.0,85.0,9.0
404,2018,15,Mt. Hotham,15320,1.6,-4.1571428571428575,4.0,79.0,25.0,50.0,85.0,9.0
405,2019,1,Mt. Hotham,5948,,,0.6000000000000001,63.0,18.0,27.0,43.0,11.0
406,2019,2,Mt. Hotham,3019,-3.1,-5.7,0.6000000000000001,63.0,18.0,27.0,43.0,11.0
407,2019,3,Mt. Hotham,5820,4.171428571428572,-1.8285714285714287,0.4,63.0,18.0,27.0,43.0,11.0
408,2019,4,Mt. Hotham,13150,1.0142857142857145,-2.8428571428571425,0.6000000000000001,63.0,18.0,27.0,43.0,11.0
409,2019,5,Mt. Hotham,26572,-0.1571428571428572,-2.7285714285714286,0.6000000000000001,63.0,18.0,27.0,43.0,11.0
410,2019,6,Mt. Hotham,36382,-0.5142857142857143,-4.557142857142857,0.8,63.0,18.0,27.0,43.0,11.0
411,2019,7,Mt. Hotham,23978,0.8285714285714285,-3.4857142857142853,1.2000000000000002,63.0,18.0,27.0,43.0,11.0
412,2019,8,Mt. Hotham,24998,3.3666666666666667,-2.357142857142857,0.6000000000000001,63.0,18.0,27.0,43.0,11.0
413,2019,9,Mt. Hotham,31360,-0.6000000000000002,-4.428571428571429,0.0,63.0,18.0,27.0,43.0,11.0
414,2019,10,Mt. Hotham,29531,-1.1857142857142855,-4.7,0.0,63.0,18.0,27.0,43.0,11.0
415,2019,11,Mt. Hotham,39955,1.0571428571428572,-4.485714285714286,0.0,63.0,18.0,27.0,43.0,11.0
416,2019,12,Mt. Hotham,37905,2.185714285714286,-5.285714285714286,0.0,63.0,18.0,27.0,43.0,11.0
417,2019,13,Mt. Hotham,33186,3.542857142857143,-1.1428571428571428,0.0,63.0,18.0,27.0,43.0,11.0
418,2019,14,Mt. Hotham,27192,3.071428571428572,-3.4714285714285715,0.0,63.0,18.0,27.0,43.0,11.0
419,2019,15,Mt. Hotham,20169,5.314285714285715,0.0428571428571429,0.0,63.0,18.0,27.0,43.0,11.0
420,2020,1,Mt. Hotham,2016,,,49.4,,,,,
421,2020,2,Mt. Hotham,1346,,,82.6,,,,,
422,2020,3,Mt. Hotham,1416,,,10.0,,,,,
423,2020,4,Mt. Hotham,4172,,,35.2,,,,,
424,2020,5,Mt. Hotham,9325,0.3,-1.075,16.2,,,,,
425,2020,6,Mt. Hotham,15316,0.8714285714285713,-3.3142857142857145,5.199999999999999,,,,,
426,2020,7,Mt. Hotham,8953,3.7285714285714286,-1.842857142857143,2.4000000000000004,,,,,
427,2020,8,Mt. Hotham,4401,4.057142857142857,-1.5714285714285714,1.8,,,,,
428,2020,9,Mt. Hotham,3476,-0.6142857142857144,-5.142857142857143,10.2,,,,,
429,2020,10,Mt. Hotham,1043,2.142857142857143,-1.1,37.8,,,,,
430,2020,11,Mt. Hotham,0,-1.7142857142857142,-4.471428571428571,41.0,,,,,
431,2020,12,Mt. Hotham,0,0.9285714285714286,-4.242857142857143,3.0,,,,,
432,2020,13,Mt. Hotham,0,3.914285714285714,-1.7857142857142858,1.2000000000000002,,,,,
433,2020,14,Mt. Hotham,0,7.314285714285715,0.7285714285714286,15.8,,,,,
434,2020,15,Mt. Hotham,0,8.785714285714286,3.942857142857143,24.8,,,,,
435,2021,1,Mt. Hotham,3992,1.1428571428571428,-2.314285714285714,46.0,61.0,25.0,,12.0,8.0
436,2021,2,Mt. Hotham,9086,0.5285714285714286,-2.7,18.2,61.0,25.0,,12.0,8.0
437,2021,3,Mt. Hotham,16742,1.0571428571428572,-2.2142857142857144,118.6,61.0,25.0,,12.0,8.0
438,2021,4,Mt. Hotham,28047,-0.2999999999999999,-3.3857142857142857,27.4,61.0,25.0,,12.0,8.0
439,2021,5,Mt. Hotham,35270,0.4857142857142857,-3.4857142857142853,1.7999999999999998,61.0,25.0,,12.0,8.0
440,2021,6,Mt. Hotham,13693,-0.5428571428571429,-3.571428571428572,78.8,61.0,25.0,,12.0,8.0
441,2021,7,Mt. Hotham,6750,-1.4428571428571428,-4.557142857142858,68.8,61.0,25.0,,12.0,8.0
442,2021,8,Mt. Hotham,18858,-0.2285714285714286,-3.6,51.4,61.0,25.0,,12.0,8.0
443,2021,9,Mt. Hotham,27982,0.5857142857142857,-3.1142857142857143,14.4,61.0,25.0,,12.0,8.0
444,2021,10,Mt. Hotham,16215,0.4714285714285714,-2.571428571428572,12.0,61.0,25.0,,12.0,8.0
445,2021,11,Mt. Hotham,15773,1.442857142857143,-1.7714285714285711,44.8,61.0,25.0,,12.0,8.0
446,2021,12,Mt. Hotham,4200,0.257142857142857,-3.5142857142857147,11.0,61.0,25.0,,12.0,8.0
447,2021,13,Mt. Hotham,4200,4.6000000000000005,-0.057142857142857,83.6,61.0,25.0,,12.0,8.0
448,2021,14,Mt. Hotham,5617,3.357142857142857,-1.4714285714285715,3.0,61.0,25.0,,12.0,8.0
449,2021,15,Mt. Hotham,11309,1.9285714285714288,-2.6,91.6,61.0,25.0,,12.0,8.0
450,2022,1,Mt. Hotham,16726,-1.0571428571428572,-4.371428571428572,0.8,99.0,34.0,25.0,34.0,20.0
451,2022,2,Mt. Hotham,17273,0.9,-1.7857142857142858,55.4,99.0,34.0,25.0,34.0,20.0
452,2022,3,Mt. Hotham,17846,1.7285714285714284,-3.085714285714286,54.0,99.0,34.0,25.0,34.0,20.0
453,2022,4,Mt. Hotham,32710,2.1,-4.228571428571429,2.8,99.0,34.0,25.0,34.0,20.0
454,2022,5,Mt. Hotham,39827,-1.1,-3.971428571428572,5.0,99.0,34.0,25.0,34.0,20.0
455,2022,6,Mt. Hotham,34135,-1.457142857142857,-6.1000000000000005,0.6,99.0,34.0,25.0,34.0,20.0
456,2022,7,Mt. Hotham,34204,1.7571428571428571,-2.257142857142857,34.8,99.0,34.0,25.0,34.0,20.0
457,2022,8,Mt. Hotham,32560,0.2714285714285713,-4.3,41.4,99.0,34.0,25.0,34.0,20.0
458,2022,9,Mt. Hotham,34634,,,18.200000000000003,99.0,34.0,25.0,34.0,20.0
459,2022,10,Mt. Hotham,37253,1.3,-2.5,11.6,99.0,34.0,25.0,34.0,20.0
460,2022,11,Mt. Hotham,34672,-0.2999999999999999,-4.185714285714286,64.4,99.0,34.0,25.0,34.0,20.0
461,2022,12,Mt. Hotham,33389,4.1,-1.12,11.8,99.0,34.0,25.0,34.0,20.0
462,2022,13,Mt. Hotham,29398,,,0.0,99.0,34.0,25.0,34.0,20.0
463,2022,14,Mt. Hotham,21856,,,12.2,99.0,34.0,25.0,34.0,20.0
464,2022,15,Mt. Hotham,18981,,,44.0,99.0,34.0,25.0,34.0,20.0
465,2023,1,Mt. Hotham,5318,0.4250000000000001,-2.16,43.4,77.0,28.0,19.0,35.0,11.0
466,2023,2,Mt. Hotham,8241,,,5.2,77.0,28.0,19.0,35.0,11.0
467,2023,3,Mt. Hotham,18549,,,0.2,77.0,28.0,19.0,35.0,11.0
468,2023,4,Mt. Hotham,33179,2.4428571428571426,-1.3,59.99999999999999,77.0,28.0,19.0,35.0,11.0
469,2023,5,Mt. Hotham,34315,0.3285714285714285,-2.2285714285714286,45.0,77.0,28.0,19.0,35.0,11.0
470,2023,6,Mt. Hotham,44648,1.4142857142857144,-2.457142857142857,3.8,77.0,28.0,19.0,35.0,11.0
471,2023,7,Mt. Hotham,35497,2.2142857142857144,-2.2,2.2,77.0,28.0,19.0,35.0,11.0
472,2023,8,Mt. Hotham,34086,2.8714285714285714,-0.5142857142857142,33.4,77.0,28.0,19.0,35.0,11.0
473,2023,9,Mt. Hotham,34067,3.628571428571429,-1.1,33.2,77.0,28.0,19.0,35.0,11.0
474,2023,10,Mt. Hotham,35521,0.7999999999999999,-3.542857142857143,13.8,77.0,28.0,19.0,35.0,11.0
475,2023,11,Mt. Hotham,37115,3.914285714285714,-1.5571428571428572,32.0,77.0,28.0,19.0,35.0,11.0
476,2023,12,Mt. Hotham,30944,5.142857142857143,0.0714285714285714,22.6,77.0,28.0,19.0,35.0,11.0
477,2023,13,Mt. Hotham,22969,8.35,-0.7250000000000001,1.6,77.0,28.0,19.0,35.0,11.0
478,2023,14,Mt. Hotham,15149,,,28.8,77.0,28.0,19.0,35.0,11.0
479,2023,15,Mt. Hotham,9148,,,24.4,77.0,28.0,19.0,35.0,11.0
480,2024,1,Mt. Hotham,2079,2.1142857142857143,-3.1714285714285717,56.2,52.0,18.0,13.0,21.0,12.0
481,2024,2,Mt. Hotham,4269,0.4571428571428572,-4.985714285714286,0.0,52.0,18.0,13.0,21.0,12.0
482,2024,3,Mt. Hotham,6033,0.5857142857142857,-2.942857142857143,17.8,52.0,18.0,13.0,21.0,12.0
483,2024,4,Mt. Hotham,11558,0.3571428571428572,-4.985714285714286,17.8,52.0,18.0,13.0,21.0,12.0
484,2024,5,Mt. Hotham,27353,1.7571428571428571,-1.6428571428571428,27.2,52.0,18.0,13.0,21.0,12.0
485,2024,6,Mt. Hotham,31258,-1.2428571428571429,-5.142857142857143,25.0,52.0,18.0,13.0,21.0,12.0
486,2024,7,Mt. Hotham,36427,-0.1142857142857142,-2.771428571428572,52.6,52.0,18.0,13.0,21.0,12.0
487,2024,8,Mt. Hotham,24401,-0.2714285714285714,-5.571428571428571,7.2,52.0,18.0,13.0,21.0,12.0
488,2024,9,Mt. Hotham,25904,1.3714285714285714,-3.3857142857142857,6.8,52.0,18.0,13.0,21.0,12.0
489,2024,10,Mt. Hotham,25139,4.857142857142857,1.3714285714285714,32.800000000000004,52.0,18.0,13.0,21.0,12.0
490,2024,11,Mt. Hotham,24260,3.4714285714285715,-0.0571428571428571,51.0,52.0,18.0,13.0,21.0,12.0
491,2024,12,Mt. Hotham,19289,2.8714285714285714,-0.6142857142857142,103.0,52.0,18.0,13.0,21.0,12.0
492,2024,13,Mt. Hotham,14487,4.714285714285714,-1.3571428571428572,36.2,52.0,18.0,13.0,21.0,12.0
493,2024,14,Mt. Hotham,2700,4.628571428571428,-1.0,29.6,52.0,18.0,13.0,21.0,12.0
494,2024,15,Mt. Hotham,0,1.6714285714285717,-4.128571428571428,30.4,52.0,18.0,13.0,21.0,12.0
495,2014,1,Falls Creek,2790,4.6,-0.3,23.8,82.0,16.0,36.0,63.0,16.0
496,2014,2,Falls Creek,1425,4.414285714285714,-0.2857142857142857,7.6,82.0,16.0,36.0,63.0,16.0
497,2014,3,Falls Creek,2101,0.0999999999999999,-2.8285714285714287,69.6,82.0,16.0,36.0,63.0,16.0
498,2014,4,Falls Creek,9544,1.3857142857142857,-2.685714285714286,24.2,82.0,16.0,36.0,63.0,16.0
499,2014,5,Falls Creek,26211,-0.7285714285714286,-3.7571428571428567,13.6,82.0,16.0,36.0,63.0,16.0
500,2014,6,Falls Creek,33392,0.2857142857142856,-3.957142857142857,62.8,82.0,16.0,36.0,63.0,16.0
501,2014,7,Falls Creek,28149,3.1,-0.8857142857142858,8.6,82.0,16.0,36.0,63.0,16.0
502,2014,8,Falls Creek,24565,0.1857142857142855,-3.3285714285714287,33.8,82.0,16.0,36.0,63.0,16.0
503,2014,9,Falls Creek,28981,2.3714285714285714,-2.571428571428572,2.0,82.0,16.0,36.0,63.0,16.0
504,2014,10,Falls Creek,33125,3.4,-4.542857142857143,0.0,82.0,16.0,36.0,63.0,16.0
505,2014,11,Falls Creek,36486,4.428571428571429,-0.4857142857142857,24.4,82.0,16.0,36.0,63.0,16.0
506,2014,12,Falls Creek,34468,7.028571428571429,0.0714285714285714,9.0,82.0,16.0,36.0,63.0,16.0
507,2014,13,Falls Creek,30104,3.528571428571429,-2.1,25.4,82.0,16.0,36.0,63.0,16.0
508,2014,14,Falls Creek,23864,5.7,-0.1999999999999999,44.8,82.0,16.0,36.0,63.0,16.0
