Year,Week,Resort,Visitors,MaxTemp,MinTemp,Rainfall
2015,9,Mt. Hotham,27850,-2.1,-5.742857142857143,0.8
2015,10,Mt. Hotham,31159,-1.0857142857142859,-2.9857142857142853,24.599999999999998
2015,11,Mt. Hotham,35122,1.385714285714286,-3.857142857142857,22.4
2015,12,Mt. Hotham,30754,1.6285714285714283,-3.685714285714286,19.4
2015,13,Mt. Hotham,25367,4.449999999999999,-2.1999999999999997,4.6000000000000005
2015,14,Mt. Hotham,30754,,,9.8
2015,15,Mt. Hotham,12005,,,11.6
2016,1,Mt. Hotham,4590,4.214285714285714,-1.2714285714285711,78.2
2016,2,Mt. Hotham,1860,2.1714285714285713,-0.42857142857142855,48.8
2016,3,Mt. Hotham,8368,-2.1285714285714286,-5.685714285714285,1.0
2016,4,Mt. Hotham,17433,-0.6714285714285715,-3.028571428571429,0.2
2016,5,Mt. Hotham,21302,-0.27142857142857135,-2.157142857142857,4.4
2016,6,Mt. Hotham,25173,2.3000000000000003,-2.6,30.0
2016,7,Mt. Hotham,20774,-0.21428571428571416,-3.5142857142857147,114.4
2016,8,Mt. Hotham,19557,-0.7,-2.08,3.4
2016,9,Mt. Hotham,27232,,,22.4
2016,10,Mt. Hotham,28044,2.8,,3.4
2016,11,Mt. Hotham,31774,-0.09999999999999998,-2.9285714285714284,23.4
2016,12,Mt. Hotham,28211,0.7000000000000001,-4.0285714285714285,72.80000000000001
2016,13,Mt. Hotham,20295,5.64,-0.4857142857142857,25.8
2016,14,Mt. Hotham,14224,4.0285714285714285,0.8142857142857142,58.4
2016,15,Mt. Hotham,10134,1.7,-2.7857142857142856,29.2
2017,1,Mt. Hotham,6288,6.385714285714285,-0.8166666666666668,1.8
2017,2,Mt. Hotham,2644,5.614285714285714,0.3428571428571428,0.0
2017,3,Mt. Hotham,5756,-1.0999999999999999,-3.9285714285714284,17.200000000000003
2017,4,Mt. Hotham,17281,0.8857142857142856,-3.557142857142857,20.4
2017,5,Mt. Hotham,29573,-1.5999999999999999,-4.942857142857143,0.0
2017,6,Mt. Hotham,33467,-1.6142857142857143,-4.728571428571429,0.0
2017,7,Mt. Hotham,23812,-1.1714285714285715,-4.8999999999999995,0.0
2017,8,Mt. Hotham,25596,0.5857142857142857,-3.942857142857143,0.0
2017,9,Mt. Hotham,29214,-1.6500000000000001,-3.8285714285714287,0.0
2017,10,Mt. Hotham,33652,0.31999999999999995,-1.6285714285714286,0.0
2017,11,Mt. Hotham,35159,-2.1142857142857143,-5.8428571428571425,0.0
2017,12,Mt. Hotham,32732,-1.1,-6.814285714285715,0.0
2017,13,Mt. Hotham,26326,0.7285714285714286,-4.385714285714285,0.0
2017,14,Mt. Hotham,21960,1.4857142857142858,-3.442857142857143,0.0
2017,15,Mt. Hotham,14990,3.1714285714285713,-3.2714285714285714,0.0
2018,1,Mt. Hotham,6271,1.0285714285714287,-1.9714285714285715,62.800000000000004
2018,2,Mt. Hotham,3489,-1.4571428571428573,-4.885714285714286,1.0
2018,3,Mt. Hotham,6911,-0.5142857142857142,-4.542857142857143,14.0
2018,4,Mt. Hotham,17524,1.0,-3.0714285714285716,28.4
2018,5,Mt. Hotham,31435,0.14285714285714285,-4.6000000000000005,6.8
2018,6,Mt. Hotham,37737,-0.7285714285714284,-5.3999999999999995,1.0
2018,7,Mt. Hotham,25157,-1.2571428571428573,-4.857142857142857,3.0
2018,8,Mt. Hotham,24150,0.5857142857142856,-3.7142857142857144,42.599999999999994
2018,9,Mt. Hotham,30515,-1.0285714285714287,-4.614285714285714,10.2
2018,10,Mt. Hotham,33527,-1.042857142857143,-4.185714285714286,23.0
2018,11,Mt. Hotham,38115,-2.0142857142857142,-4.8,0.4
2018,12,Mt. Hotham,35284,-1.9857142857142858,-6.5,24.200000000000003
2018,13,Mt. Hotham,28187,0.7142857142857143,-4.114285714285715,50.2
2018,14,Mt. Hotham,21947,5.542857142857143,-0.9714285714285714,2.0
2018,15,Mt. Hotham,15320,1.5999999999999999,-4.1571428571428575,4.0
2019,1,Mt. Hotham,5948,,,0.6000000000000001
2019,2,Mt. Hotham,3019,-3.1,-5.7,0.6000000000000001
2019,3,Mt. Hotham,5820,4.171428571428572,-1.8285714285714287,0.4
2019,4,Mt. Hotham,13150,1.0142857142857145,-2.8428571428571425,0.6000000000000001
2019,5,Mt. Hotham,26572,-0.15714285714285722,-2.7285714285714286,0.6000000000000001
2019,6,Mt. Hotham,36382,-0.5142857142857143,-4.557142857142857,0.8
2019,7,Mt. Hotham,23978,0.8285714285714285,-3.4857142857142853,1.2000000000000002
2019,8,Mt. Hotham,24998,3.3666666666666667,-2.357142857142857,0.6000000000000001
2019,9,Mt. Hotham,31360,-0.6000000000000002,-4.428571428571429,0.0
2019,10,Mt. Hotham,29531,-1.1857142857142855,-4.7,0.0
2019,11,Mt. Hotham,39955,1.0571428571428572,-4.485714285714286,0.0
2019,12,Mt. Hotham,37905,2.185714285714286,-5.285714285714286,0.0
2019,13,Mt. Hotham,33186,3.542857142857143,-1.1428571428571428,0.0
2019,14,Mt. Hotham,27192,3.0714285714285716,-3.4714285714285715,0.0
2019,15,Mt. Hotham,20169,5.314285714285715,0.04285714285714296,0.0
2020,1,Mt. Hotham,2016,,,49.4
2020,2,Mt. Hotham,1346,,,82.6
2020,3,Mt. Hotham,1416,,,10.0
2020,4,Mt. Hotham,4172,,,35.2
2020,5,Mt. Hotham,9325,0.30000000000000004,-1.075,16.2
2020,6,Mt. Hotham,15316,0.8714285714285713,-3.3142857142857145,5.199999999999999
2020,7,Mt. Hotham,8953,3.7285714285714286,-1.842857142857143,2.4000000000000004
2020,8,Mt. Hotham,4401,4.057142857142857,-1.5714285714285714,1.8
2020,9,Mt. Hotham,3476,-0.6142857142857144,-5.142857142857143,10.200000000000001
2020,10,Mt. Hotham,1043,2.142857142857143,-1.0999999999999999,37.8
2020,11,Mt. Hotham,0,-1.7142857142857142,-4.471428571428571,41.0
2020,12,Mt. Hotham,0,0.9285714285714286,-4.242857142857143,3.0
2020,13,Mt. Hotham,0,3.914285714285714,-1.7857142857142858,1.2000000000000002
2020,14,Mt. Hotham,0,7.314285714285715,0.7285714285714286,15.799999999999999
2020,15,Mt. Hotham,0,8.785714285714286,3.942857142857143,24.799999999999997
2021,1,Mt. Hotham,3992,1.1428571428571428,-2.314285714285714,46.0
2021,2,Mt. Hotham,9086,0.5285714285714286,-2.6999999999999997,18.2
2021,3,Mt. Hotham,16742,1.0571428571428572,-2.2142857142857144,118.6
2021,4,Mt. Hotham,28047,-0.2999999999999999,-3.3857142857142857,27.4
2021,5,Mt. Hotham,35270,0.48571428571428577,-3.4857142857142853,1.7999999999999998
2021,6,Mt. Hotham,13693,-0.5428571428571429,-3.5714285714285716,78.8
2021,7,Mt. Hotham,6750,-1.4428571428571428,-4.557142857142858,68.8
2021,8,Mt. Hotham,18858,-0.2285714285714286,-3.6,51.4
2021,9,Mt. Hotham,27982,0.5857142857142857,-3.1142857142857143,14.4
2021,10,Mt. Hotham,16215,0.4714285714285714,-2.5714285714285716,12.0
2021,11,Mt. Hotham,15773,1.442857142857143,-1.7714285714285711,44.8
2021,12,Mt. Hotham,4200,0.25714285714285706,-3.5142857142857147,11.0
2021,13,Mt. Hotham,4200,4.6000000000000005,-0.057142857142857065,83.6
2021,14,Mt. Hotham,5617,3.357142857142857,-1.4714285714285715,3.0
2021,15,Mt. Hotham,11309,1.9285714285714286,-2.6,91.6
2022,1,Mt. Hotham,16726,-1.0571428571428572,-4.371428571428572,0.8
2022,2,Mt. Hotham,17273,0.9,-1.7857142857142858,55.4
2022,3,Mt. Hotham,17846,1.7285714285714284,-3.085714285714286,54.0
2022,4,Mt. Hotham,32710,2.1,-4.228571428571429,2.8
2022,5,Mt. Hotham,39827,-1.1,-3.9714285714285715,5.0
2022,6,Mt. Hotham,34135,-1.457142857142857,-6.1000000000000005,0.6
2022,7,Mt. Hotham,34204,1.7571428571428573,-2.257142857142857,34.8
2022,8,Mt. Hotham,32560,0.27142857142857135,-4.3,41.4
2022,9,Mt. Hotham,34634,,,18.200000000000003
2022,10,Mt. Hotham,37253,1.3,-2.5,11.6
2022,11,Mt. Hotham,34672,-0.29999999999999993,-4.185714285714286,64.4
2022,12,Mt. Hotham,33389,4.1,-1.1199999999999999,11.799999999999999
2022,13,Mt. Hotham,29398,,,0.0
2022,14,Mt. Hotham,21856,,,12.2
2022,15,Mt. Hotham,18981,,,44.0
2023,1,Mt. Hotham,5318,0.4250000000000001,-2.16,43.4
2023,2,Mt. Hotham,8241,,,5.2
2023,3,Mt. Hotham,18549,,,0.2
2023,4,Mt. Hotham,33179,2.4428571428571426,-1.3,59.99999999999999
2023,5,Mt. Hotham,34315,0.32857142857142857,-2.2285714285714286,45.0
2023,6,Mt. Hotham,44648,1.4142857142857144,-2.457142857142857,3.8
2023,7,Mt. Hotham,35497,2.2142857142857144,-2.2,2.2
2023,8,Mt. Hotham,34086,2.8714285714285714,-0.5142857142857142,33.4
2023,9,Mt. Hotham,34067,3.6285714285714286,-1.0999999999999999,33.2
2023,10,Mt. Hotham,35521,0.7999999999999999,-3.542857142857143,13.799999999999999
2023,11,Mt. Hotham,37115,3.914285714285714,-1.5571428571428572,32.0
2023,12,Mt. Hotham,30944,5.142857142857143,0.07142857142857142,22.6
2023,13,Mt. Hotham,22969,8.35,-0.7250000000000001,1.6
2023,14,Mt. Hotham,15149,,,28.799999999999997
2023,15,Mt. Hotham,9148,,,24.4
2024,1,Mt. Hotham,2079,2.1142857142857143,-3.1714285714285713,56.2
2024,2,Mt. Hotham,4269,0.45714285714285724,-4.985714285714286,0.0
2024,3,Mt. Hotham,6033,0.5857142857142857,-2.942857142857143,17.8
2024,4,Mt. Hotham,11558,0.3571428571428572,-4.985714285714286,17.8
2024,5,Mt. Hotham,27353,1.7571428571428573,-1.6428571428571428,27.2
2024,6,Mt. Hotham,31258,-1.2428571428571427,-5.142857142857143,25.0
2024,7,Mt. Hotham,36427,-0.11428571428571428,-2.7714285714285714,52.6
2024,8,Mt. Hotham,24401,-0.27142857142857146,-5.571428571428571,7.2
2024,9,Mt. Hotham,25904,1.3714285714285714,-3.3857142857142857,6.8
2024,10,Mt. Hotham,25139,4.857142857142857,1.3714285714285714,32.800000000000004
2024,11,Mt. Hotham,24260,3.4714285714285715,-0.05714285714285715,51.0
2024,12,Mt. Hotham,19289,2.8714285714285714,-0.6142857142857142,102.99999999999999
2024,13,Mt. Hotham,14487,4.714285714285714,-1.3571428571428572,36.2
2024,14,Mt. Hotham,2700,4.628571428571428,-1.0,29.599999999999998
2024,15,Mt. Hotham,0,1.6714285714285715,-4.128571428571428,30.400000000000002
2014,1,Falls Creek,2790,4.6,-0.3,23.8
2014,2,Falls Creek,1425,4.414285714285714,-0.2857142857142857,7.6
2014,3,Falls Creek,2101,0.09999999999999999,-2.8285714285714287,69.6
2014,4,Falls Creek,9544,1.3857142857142857,-2.685714285714286,24.2
2014,5,Falls Creek,26211,-0.7285714285714286,-3.7571428571428567,13.600000000000001
2014,6,Falls Creek,33392,0.28571428571428564,-3.957142857142857,62.8
2014,7,Falls Creek,28149,3.1,-0.8857142857142858,8.6
2014,8,Falls Creek,24565,0.18571428571428558,-3.3285714285714287,33.8
2014,9,Falls Creek,28981,2.3714285714285714,-2.5714285714285716,2.0
2014,10,Falls Creek,33125,3.4,-4.542857142857143,0.0
2014,11,Falls Creek,36486,4.428571428571429,-0.4857142857142857,24.4
2014,12,Falls Creek,34468,7.028571428571429,0.0714285714285714,9.0
2014,13,Falls Creek,30104,3.528571428571429,-2.1,25.4
2014,14,Falls Creek,23864,5.7,-0.1999999999999999,44.8
2014,15,Falls Creek,15869,5.771428571428571,-1.8714285714285714,3.0
2015,1,Falls Creek,4799,7.228571428571429,0.15714285714285717,0.2
2015,2,Falls Creek,3293,2.157142857142857,-2.0285714285714285,28.2
2015,3,Falls Creek,5965,7.0,-0.4428571428571429,7.2
2015,4,Falls Creek,11758,1.3714285714285714,-3.914285714285714,3.2
2015,5,Falls Creek,20779,0.5428571428571429,-2.9714285714285715,66.2
2015,6,Falls Creek,24064,-1.2714285714285716,-5.5,5.8
2015,7,Falls Creek,27566,0.2000000000000001,-2.3428571428571425,38.4
2015,8,Falls Creek,25955,-0.39999999999999997,-3.6142857142857143,20.0
2015,9,Falls Creek,31872,-0.28571428571428564,-5.114285714285714,2.8
2015,10,Falls Creek,35417,0.9428571428571428,-2.9,6.4
2015,11,Falls Creek,37063,3.357142857142857,-2.1,2.2
2015,12,Falls Creek,36903,2.0285714285714285,-3.5142857142857147,42.400000000000006
2015,13,Falls Creek,33126,3.242857142857143,-1.7,11.0
2015,14,Falls Creek,28099,7.5,-0.0285714285714286,2.2
2015,15,Falls Creek,18548,5.928571428571429,0.08571428571428566,6.0
2016,1,Falls Creek,3840,5.228571428571429,-0.8499999999999998,45.6
2016,2,Falls Creek,2176,2.985714285714286,0.08571428571428573,67.8
2016,3,Falls Creek,10297,-0.9142857142857143,-4.671428571428572,23.400000000000002
2016,4,Falls Creek,23077,0.34285714285714286,-2.7285714285714286,23.200000000000003
2016,5,Falls Creek,33309,0.8285714285714285,-1.4714285714285715,59.4
2016,6,Falls Creek,38818,5.014285714285714,-1.0285714285714287,6.4
2016,7,Falls Creek,30873,0.5285714285714286,-2.7857142857142856,91.2
2016,8,Falls Creek,36692,3.172065784643304e-17,-2.6714285714285713,29.400000000000002
2016,9,Falls Creek,40090,0.8285714285714285,-3.1285714285714286,15.8
2016,10,Falls Creek,43213,2.185714285714286,-2.085714285714286,5.6
2016,11,Falls Creek,43213,1.042857142857143,-2.157142857142857,31.400000000000002
2016,12,Falls Creek,43275,2.1999999999999997,-2.857142857142857,52.8
2016,13,Falls Creek,33724,6.7,0.8285714285714286,51.00000000000001
2016,14,Falls Creek,24144,5.614285714285714,1.6857142857142855,24.0
2016,15,Falls Creek,19696,2.6,-2.0142857142857142,8.0
2017,1,Falls Creek,5663,7.257142857142857,0.24285714285714288,0.0
2017,2,Falls Creek,3577,6.8999999999999995,1.0714285714285714,0.0
2017,3,Falls Creek,7935,0.12857142857142856,-3.414285714285714,0.2
2017,4,Falls Creek,16182,2.0714285714285716,-2.8857142857142857,41.4
2017,5,Falls Creek,30745,-0.6285714285714287,-3.585714285714286,3.6
2017,6,Falls Creek,38180,-0.6428571428571429,-4.171428571428572,19.6
2017,7,Falls Creek,30541,0.35714285714285715,-3.7142857142857144,14.8
2017,8,Falls Creek,29332,2.1857142857142855,-2.9285714285714284,6.4
2017,9,Falls Creek,34784,-0.18571428571428575,-2.9857142857142853,37.0
2017,10,Falls Creek,39838,1.542857142857143,-0.6714285714285715,119.4
2017,11,Falls Creek,41643,-0.18571428571428567,-5.0,47.4
2017,12,Falls Creek,38487,0.8285714285714285,-5.957142857142856,18.8
2017,13,Falls Creek,34745,1.3142857142857143,-3.457142857142857,30.4
2017,14,Falls Creek,28865,2.314285714285714,-2.442857142857143,45.0
2017,15,Falls Creek,21846,4.228571428571429,-2.557142857142857,40.400000000000006
2018,1,Falls Creek,4735,1.9285714285714286,-1.4000000000000001,71.8
2018,2,Falls Creek,3408,-0.6142857142857142,-4.242857142857143,119.4
2018,3,Falls Creek,8450,2.4857142857142853,-3.2142857142857144,0.0
2018,4,Falls Creek,16200,2.1142857142857143,-1.9857142857142858,15.6
2018,5,Falls Creek,32502,0.7571428571428572,-3.957142857142857,23.599999999999998
2018,6,Falls Creek,40750,-0.19999999999999998,-4.771428571428571,10.2
2018,7,Falls Creek,31768,-0.41428571428571426,-4.442857142857143,10.2
2018,8,Falls Creek,29814,1.1428571428571428,-2.357142857142857,32.2
2018,9,Falls Creek,33734,0.6285714285714284,-3.9428571428571426,25.599999999999998
2018,10,Falls Creek,41774,-0.42857142857142855,-3.6999999999999997,26.4
2018,11,Falls Creek,40149,-0.6571428571428573,-4.628571428571428,52.0
2018,12,Falls Creek,38075,1.7285714285714284,-4.942857142857143,0.0
2018,13,Falls Creek,32603,2.7285714285714286,-2.8857142857142857,6.6
2018,14,Falls Creek,28410,6.6000000000000005,-0.057142857142857176,0.0
2018,15,Falls Creek,19085,2.942857142857143,-2.971428571428571,0.0
2019,1,Falls Creek,8702,3.857142857142857,0.8571428571428571,133.0
2019,2,Falls Creek,4257,0.028571428571428564,-4.485714285714286,7.800000000000001
2019,3,Falls Creek,7581,4.985714285714286,-0.9571428571428572,0.8
2019,4,Falls Creek,14826,2.085714285714286,-2.2285714285714286,37.2
2019,5,Falls Creek,31088,0.37142857142857144,-2.157142857142857,99.0
2019,6,Falls Creek,37988,0.4142857142857143,-3.9714285714285715,22.2
2019,7,Falls Creek,33409,2.2714285714285714,-2.757142857142857,19.0
2019,8,Falls Creek,31157,4.3,-1.9857142857142855,12.600000000000001
2019,9,Falls Creek,34471,0.5714285714285714,-3.914285714285714,33.8
2019,10,Falls Creek,39514,-0.07142857142857142,-4.271428571428571,36.4
2019,11,Falls Creek,40569,3.0571428571428574,-3.814285714285714,63.39999999999999
2019,12,Falls Creek,38230,3.357142857142857,-4.285714285714286,5.6
2019,13,Falls Creek,35090,5.1571428571428575,-0.2285714285714285,22.4
2019,14,Falls Creek,30655,5.171428571428572,-2.3428571428571425,16.0
2019,15,Falls Creek,22832,6.3999999999999995,1.1285714285714286,34.4
2020,1,Falls Creek,2905,3.9714285714285715,-0.2571428571428571,28.400000000000002
2020,2,Falls Creek,1931,2.357142857142857,-0.2571428571428572,94.2
2020,3,Falls Creek,1672,2.557142857142857,-2.6571428571428575,16.0
2020,4,Falls Creek,4208,0.9857142857142858,-3.0,27.800000000000004
2020,5,Falls Creek,7199,2.0142857142857142,-1.0571428571428572,11.2
2020,6,Falls Creek,8741,1.1285714285714286,-2.7428571428571433,31.0
2020,7,Falls Creek,6964,4.428571428571429,-0.7000000000000001,9.600000000000001
2020,8,Falls Creek,3407,5.1000000000000005,-1.5428571428571427,24.0
2020,9,Falls Creek,4837,0.5285714285714286,-4.5285714285714285,42.6
2020,10,Falls Creek,4869,3.1,-0.6714285714285715,62.0
2020,11,Falls Creek,0,-1.0142857142857145,-4.271428571428571,10.799999999999999
2020,12,Falls Creek,0,2.9571428571428577,-3.542857142857143,18.6
2020,13,Falls Creek,0,5.328571428571428,-0.9857142857142858,3.1999999999999997
2020,14,Falls Creek,0,8.342857142857143,1.157142857142857,24.6
2020,15,Falls Creek,0,9.528571428571428,4.557142857142857,26.200000000000003
2021,1,Falls Creek,8585,1.757142857142857,-1.6428571428571428,61.2
2021,2,Falls Creek,13114,1.2142857142857142,-1.9857142857142858,21.0
2021,3,Falls Creek,24383,2.1,-1.342857142857143,128.6
2021,4,Falls Creek,31297,0.6571428571428573,-2.8000000000000003,23.6
2021,5,Falls Creek,36763,1.9857142857142858,-2.3285714285714287,7.4
2021,6,Falls Creek,14100,-0.17142857142857143,-2.8000000000000003,61.800000000000004
2021,7,Falls Creek,7500,-0.7000000000000001,-4.314285714285714,42.0
2021,8,Falls Creek,22133,0.6142857142857142,-2.7714285714285714,43.2
2021,9,Falls Creek,9250,1.5999999999999999,-2.6,17.4
2021,10,Falls Creek,14152,1.8000000000000003,-2.157142857142857,11.2
2021,11,Falls Creek,16893,2.742857142857143,-1.1142857142857143,30.999999999999996
2021,12,Falls Creek,10746,0.9714285714285715,-2.9857142857142853,24.6
2021,13,Falls Creek,7505,5.442857142857143,0.9,86.39999999999999
2021,14,Falls Creek,7698,4.5,-1.0714285714285714,9.8
2021,15,Falls Creek,5282,2.8857142857142857,-2.0,90.60000000000001
2022,1,Falls Creek,16216,0.3428571428571429,-4.342857142857143,17.8
2022,2,Falls Creek,11828,2.3857142857142857,-1.4142857142857144,48.6
2022,3,Falls Creek,21374,2.142857142857143,-2.6285714285714286,40.8
2022,4,Falls Creek,31895,2.614285714285714,-3.557142857142857,7.6
2022,5,Falls Creek,36797,-0.5,-3.8000000000000003,9.4
2022,6,Falls Creek,40770,-0.3142857142857142,-5.771428571428571,5.0
2022,7,Falls Creek,38308,2.7857142857142856,-1.3,36.4
2022,8,Falls Creek,35915,0.942857142857143,-3.5714285714285716,19.4
2022,9,Falls Creek,39378,0.9,-2.6142857142857143,112.19999999999999
2022,10,Falls Creek,41541,1.0142857142857142,-2.0714285714285716,28.2
2022,11,Falls Creek,44226,0.2571428571428571,-3.6285714285714286,81.2
2022,12,Falls Creek,44959,4.242857142857143,-0.9142857142857144,58.0
2022,13,Falls Creek,35811,3.1571428571428575,-3.142857142857143,1.2000000000000002
2022,14,Falls Creek,30281,1.7285714285714284,-2.457142857142857,46.6
2022,15,Falls Creek,26821,2.6285714285714286,-1.5857142857142856,54.2
2023,1,Falls Creek,7332,0.9142857142857144,-1.8,48.0
2023,2,Falls Creek,7029,-0.14285714285714277,-3.0714285714285716,47.6
2023,3,Falls Creek,16737,-0.6714285714285715,-3.3857142857142857,3.0
2023,4,Falls Creek,29896,2.6285714285714286,-1.8714285714285717,68.8
2023,5,Falls Creek,34384,1.5714285714285714,-2.0714285714285716,43.2
2023,6,Falls Creek,39352,2.7142857142857144,-1.6285714285714283,3.2
2023,7,Falls Creek,39492,3.714285714285715,-1.8000000000000003,3.4
2023,8,Falls Creek,35667,3.242857142857143,-0.12857142857142856,28.6
2023,9,Falls Creek,39490,4.285714285714286,-0.6714285714285714,37.60000000000001
2023,10,Falls Creek,43353,2.0,-3.142857142857143,13.200000000000001
2023,11,Falls Creek,42005,3.8285714285714283,-1.2857142857142858,29.0
2023,12,Falls Creek,36988,5.914285714285714,0.8142857142857142,30.799999999999997
2023,13,Falls Creek,28811,7.257142857142857,-1.2428571428571427,10.399999999999999
2023,14,Falls Creek,22814,6.385714285714286,-1.0428571428571427,32.8
2023,15,Falls Creek,16476,10.385714285714286,4.485714285714286,12.6
2024,1,Falls Creek,5511,2.585714285714286,-2.7857142857142856,45.800000000000004
2024,2,Falls Creek,5506,1.2571428571428573,-4.728571428571429,3.6
2024,3,Falls Creek,6501,0.9571428571428572,-2.257142857142857,17.0
2024,4,Falls Creek,19666,0.6,-3.914285714285714,21.4
2024,5,Falls Creek,40093,1.7999999999999998,-1.5666666666666667,1.4
2024,6,Falls Creek,46620,-0.41999999999999993,-4.828571428571428,43.0
2024,7,Falls Creek,43349,0.74,-2.3,18.0
2024,8,Falls Creek,43812,3.02,-2.025,0.2
2024,9,Falls Creek,49697,1.3599999999999999,-1.9400000000000002,4.8
2024,10,Falls Creek,38756,5.883333333333333,1.92,15.200000000000001
2024,11,Falls Creek,38541,4.25,0.48333333333333334,34.8
2024,12,Falls Creek,42101,3.2142857142857144,-0.1571428571428571,75.0
2024,13,Falls Creek,25252,5.771428571428571,-0.5142857142857141,39.6
2024,14,Falls Creek,17137,5.8999999999999995,-0.5857142857142856,22.2
2024,15,Falls Creek,12950,2.642857142857143,-3.6142857142857143,33.0
2014,1,Mt. Buller,8296,4.271428571428571,-0.014285714285714266,14.2
2014,2,Mt. Buller,1987,5.257142857142857,-0.34285714285714286,47.6
2014,3,Mt. Buller,2413,0.3857142857142857,-2.5142857142857147,133.6
2014,4,Mt. Buller,18831,0.9571428571428572,-1.8571428571428572,80.0
2014,5,Mt. Buller,49217,-0.2857142857142857,-3.4,71.4
2014,6,Mt. Buller,59693,-1.0,-3.585714285714286,37.2
2014,7,Mt. Buller,45788,2.3714285714285714,-1.5142857142857142,26.4
2014,8,Mt. Buller,41720,0.4428571428571428,-2.985714285714286,101.0
2014,9,Mt. Buller,48984,1.157142857142857,-3.5142857142857147,6.6000000000000005
2014,10,Mt. Buller,47315,3.7142857142857144,-3.8714285714285714,5.0
2014,11,Mt. Buller,43314,4.314285714285715,-0.32857142857142857,0.4
2014,12,Mt. Buller,41063,7.0857142857142845,1.1714285714285713,0.6000000000000001
2014,13,Mt. Buller,41063,4.414285714285714,-1.7,29.8
2014,14,Mt. Buller,26222,5.271428571428571,0.27142857142857146,33.6
2014,15,Mt. Buller,11881,4.8428571428571425,-1.5142857142857142,20.8
2015,1,Mt. Buller,15612,6.5,0.1857142857142857,17.8
2015,2,Mt. Buller,6592,2.8000000000000003,-1.9285714285714286,8.0
2015,3,Mt. Buller,6648,6.414285714285714,-0.5571428571428572,0.6
2015,4,Mt. Buller,18766,-0.08571428571428574,-3.8857142857142857,11.799999999999999
2015,5,Mt. Buller,38879,0.6285714285714287,-3.0142857142857147,45.8
2015,6,Mt. Buller,45629,-1.1428571428571428,-5.2,25.8
2015,7,Mt. Buller,38873,0.2285714285714285,-2.4714285714285715,56.8
2015,8,Mt. Buller,36714,-0.014285714285714235,-4.328571428571428,68.0
2015,9,Mt. Buller,38171,-0.6285714285714284,-4.628571428571428,25.6
2015,10,Mt. Buller,41782,0.2571428571428572,-2.2285714285714286,28.599999999999998
2015,11,Mt. Buller,44060,3.142857142857143,-1.8571428571428572,2.8000000000000003
2015,12,Mt. Buller,38823,2.1285714285714286,-2.8285714285714287,24.6
2015,13,Mt. Buller,38042,3.4857142857142853,-1.3142857142857143,12.600000000000001
2015,14,Mt. Buller,23919,7.185714285714285,0.25714285714285723,14.0
2015,15,Mt. Buller,21892,6.514285714285714,-0.2857142857142857,12.4
2016,1,Mt. Buller,8368,5.3999999999999995,-0.8571428571428571,93.0
2016,2,Mt. Buller,5298,3.414285714285714,0.29999999999999993,99.8
2016,3,Mt. Buller,17606,-1.0714285714285714,-4.242857142857143,55.6
2016,4,Mt. Buller,37586,0.0,-2.0142857142857142,39.8
2016,5,Mt. Buller,56664,0.6571428571428571,-1.1142857142857143,40.0
2016,6,Mt. Buller,44445,5.2,-1.1857142857142857,27.2
2016,7,Mt. Buller,37928,0.9285714285714286,-2.8428571428571425,123.60000000000001
2016,8,Mt. Buller,39125,0.32857142857142857,-2.2285714285714286,92.4
2016,9,Mt. Buller,46055,1.5571428571428572,-2.9285714285714284,20.8
2016,10,Mt. Buller,44706,2.4714285714285715,-1.8571428571428572,28.4
2016,11,Mt. Buller,38065,1.7285714285714284,-1.8857142857142857,133.79999999999998
2016,12,Mt. Buller,34449,1.8857142857142857,-2.6714285714285713,35.0
2016,13,Mt. Buller,21929,6.514285714285714,1.0,15.8
2016,14,Mt. Buller,13075,4.642857142857143,1.1142857142857143,78.6
2016,15,Mt. Buller,7411,3.0,-2.0714285714285716,49.4
2017,1,Mt. Buller,18142,7.014285714285714,0.42857142857142855,0.0
2017,2,Mt. Buller,9023,6.3428571428571425,0.7,0.0
2017,3,Mt. Buller,13836,-0.5285714285714286,-3.242857142857143,10.4
2017,4,Mt. Buller,26972,1.2285714285714289,-2.9857142857142853,79.2
2017,5,Mt. Buller,50070,-0.4714285714285714,-3.1142857142857143,48.199999999999996
2017,6,Mt. Buller,57787,-0.8142857142857143,-3.9,58.2
2017,7,Mt. Buller,40050,0.7571428571428571,-3.142857142857143,45.4
2017,8,Mt. Buller,37535,2.5285714285714285,-2.042857142857143,16.8
2017,9,Mt. Buller,39778,0.5428571428571428,-2.4857142857142853,92.6
2017,10,Mt. Buller,48862,2.142857142857143,-0.6,156.6
2017,11,Mt. Buller,45833,-0.9714285714285714,-4.628571428571428,58.0
2017,12,Mt. Buller,44047,0.6428571428571429,-5.6000000000000005,27.4
2017,13,Mt. Buller,32214,1.3571428571428572,-3.014285714285714,64.8
2017,14,Mt. Buller,32542,2.1285714285714286,-2.6285714285714286,48.400000000000006
2017,15,Mt. Buller,24402,4.828571428571428,-2.814285714285714,69.6
2018,1,Mt. Buller,13279,2.057142857142857,-1.1714285714285713,128.4
2018,2,Mt. Buller,11039,-0.1285714285714286,-3.442857142857143,46.8
2018,3,Mt. Buller,19293,2.2857142857142856,-2.4857142857142853,2.2
2018,4,Mt. Buller,27761,2.0428571428571427,-1.9000000000000001,14.600000000000001
2018,5,Mt. Buller,54337,0.8428571428571429,-3.8285714285714287,42.400000000000006
